l2m1,l2m2,memm1,memm2,interference_factor
0.3395114401722651,0.29558157736564256,0.24132752470025387,0.2443371144450806,1.4441012970969735
0.29558157736564256,0.3395114401722651,0.2443371144450806,0.24132752470025387,2.264243081931633
0.3395114401722651,0.32829915818764677,0.24132752470025387,0.23499828453835017,1.63382250174703
0.32829915818764677,0.3395114401722651,0.23499828453835017,0.24132752470025387,1.939808481532148
0.3395114401722651,0.22351771786577818,0.24132752470025387,0.17151516545887716,1.076427255985267
0.22351771786577818,0.3395114401722651,0.17151516545887716,0.24132752470025387,3.930972172027467
0.3395114401722651,0.3293259948602546,0.24132752470025387,0.21094072415922085,1.175465057817999
0.3293259948602546,0.3395114401722651,0.21094072415922085,0.24132752470025387,3.5412698412698407
0.3395114401722651,0.28491585460581637,0.24132752470025387,0.2378657921899294,1.288864388092613
0.28491585460581637,0.3395114401722651,0.2378657921899294,0.24132752470025387,2.830008673026886
0.3395114401722651,0.3047848710079505,0.24132752470025387,0.2573472438135496,1.5534883720930233
0.3047848710079505,0.3395114401722651,0.2573472438135496,0.24132752470025387,2.072585482903419
0.3395114401722651,0.3395114401722651,0.24132752470025387,0.24132752470025387,1.8279906176700549
0.3395114401722651,0.3395114401722651,0.24132752470025387,0.24132752470025387,1.8279906176700549
0.24359571824072732,0.17789464796265148,0.1798052076708352,0.2649012476670338,1.1107333657115104
0.17789464796265148,0.24359571824072732,0.2649012476670338,0.1798052076708352,1.0192078946209087
0.24359571824072732,0.1998953130171501,0.1798052076708352,0.2334562643269538,1.135613793103448
0.1998953130171501,0.24359571824072732,0.2334562643269538,0.1798052076708352,1.0559177302359748
0.24359571824072732,0.23157752154394018,0.1798052076708352,0.23029388386702235,1.1523345649983205
0.23157752154394018,0.24359571824072732,0.23029388386702235,0.1798052076708352,1.0992863939105615
0.24359571824072732,0.22225773083475886,0.1798052076708352,0.16863885236305598,1.2406871609403254
0.22225773083475886,0.24359571824072732,0.16863885236305598,0.1798052076708352,1.1826440098322115
0.24359571824072732,0.22351771786577818,0.1798052076708352,0.17151516545887716,1.2492716678805535
0.22351771786577818,0.24359571824072732,0.17151516545887716,0.1798052076708352,1.2663872394923739
0.24359571824072732,0.24359571824072732,0.1798052076708352,0.1798052076708352,1.3293935283859715
0.24359571824072732,0.24359571824072732,0.1798052076708352,0.1798052076708352,1.3293935283859715
0.28968357475983014,0.17789464796265148,0.2248486798365832,0.2649012476670338,1.1762274549098195
0.17789464796265148,0.28968357475983014,0.2649012476670338,0.2248486798365832,1.2068335941575379
0.28968357475983014,0.22030334467863447,0.2248486798365832,0.16254583875103357,1.2526343870881687
0.22030334467863447,0.28968357475983014,0.16254583875103357,0.2248486798365832,1.6880601792573624
0.28968357475983014,0.1998953130171501,0.2248486798365832,0.2334562643269538,1.1845358224016145
0.1998953130171501,0.28968357475983014,0.2334562643269538,0.2248486798365832,1.3675010404899224
0.28968357475983014,0.2778256831053151,0.2248486798365832,0.17999482346290463,1.3163723016540512
0.2778256831053151,0.28968357475983014,0.17999482346290463,0.2248486798365832,1.9472817133443163
0.28968357475983014,0.23157752154394018,0.2248486798365832,0.23029388386702235,1.1929623983739839
0.23157752154394018,0.28968357475983014,0.23029388386702235,0.2248486798365832,1.5070110219787387
0.28968357475983014,0.2847612017125976,0.2248486798365832,0.18036714674336315,1.4149465119783033
0.2847612017125976,0.28968357475983014,0.18036714674336315,0.2248486798365832,1.8834697994541356
0.28968357475983014,0.22225773083475886,0.2248486798365832,0.16863885236305598,1.2345208360720388
0.22225773083475886,0.28968357475983014,0.16863885236305598,0.2248486798365832,1.667445189482408
0.28968357475983014,0.32556228006113336,0.2248486798365832,0.2009469396128775,1.531224523071906
0.32556228006113336,0.28968357475983014,0.2009469396128775,0.2248486798365832,1.7706614459516155
0.28968357475983014,0.22351771786577818,0.2248486798365832,0.17151516545887716,1.2583411496717136
0.22351771786577818,0.28968357475983014,0.17151516545887716,0.2248486798365832,1.7908948711616037
0.28968357475983014,0.3293259948602546,0.2248486798365832,0.21094072415922085,1.5879269529928983
0.3293259948602546,0.28968357475983014,0.21094072415922085,0.2248486798365832,1.786228983186549
0.28968357475983014,0.24359571824072732,0.2248486798365832,0.1798052076708352,1.281872781872782
0.24359571824072732,0.28968357475983014,0.1798052076708352,0.2248486798365832,1.8364561027837256
0.28968357475983014,0.28968357475983014,0.2248486798365832,0.2248486798365832,1.7086972343522562
0.28968357475983014,0.28968357475983014,0.2248486798365832,0.2248486798365832,1.7118118847976667
0.3112406518974176,0.17789464796265148,0.25633905581540295,0.2649012476670338,1.0509658857377722
0.17789464796265148,0.3112406518974176,0.2649012476670338,0.25633905581540295,2.0827331652862804
0.3112406518974176,0.22030334467863447,0.25633905581540295,0.16254583875103357,1.1093275488069412
0.22030334467863447,0.3112406518974176,0.16254583875103357,0.25633905581540295,2.679623983739838
0.3112406518974176,0.2835262802650791,0.25633905581540295,0.175783861908228,1.1453527435610302
0.2835262802650791,0.3112406518974176,0.175783861908228,0.25633905581540295,2.910822108685555
0.3112406518974176,0.1998953130171501,0.25633905581540295,0.2334562643269538,1.0649729279466889
0.1998953130171501,0.3112406518974176,0.2334562643269538,0.25633905581540295,2.378490175801448
0.3112406518974176,0.2778256831053151,0.25633905581540295,0.17999482346290463,1.1404995539696698
0.2778256831053151,0.3112406518974176,0.17999482346290463,0.25633905581540295,2.9924050632911388
0.3112406518974176,0.3262186049391878,0.25633905581540295,0.18659740807543032,1.2503667481662593
0.3262186049391878,0.3112406518974176,0.18659740807543032,0.25633905581540295,2.632483818770227
0.3112406518974176,0.23157752154394018,0.25633905581540295,0.23029388386702235,1.0721174004192873
0.23157752154394018,0.3112406518974176,0.23029388386702235,0.25633905581540295,2.3775079740714067
0.3112406518974176,0.2847612017125976,0.25633905581540295,0.18036714674336315,1.1843446039833256
0.2847612017125976,0.3112406518974176,0.18036714674336315,0.25633905581540295,2.880058065686808
0.3112406518974176,0.3195028742771303,0.25633905581540295,0.200185697449822,1.3262448132780082
0.3195028742771303,0.3112406518974176,0.200185697449822,0.25633905581540295,2.3461258197716788
0.3112406518974176,0.22225773083475886,0.25633905581540295,0.16863885236305598,1.0957788729376472
0.22225773083475886,0.3112406518974176,0.16863885236305598,0.25633905581540295,2.6816915061189874
0.3112406518974176,0.32556228006113336,0.25633905581540295,0.2009469396128775,1.2583661417322833
0.32556228006113336,0.3112406518974176,0.2009469396128775,0.25633905581540295,2.5725314912637143
0.3112406518974176,0.3055196198836347,0.25633905581540295,0.24265554996516628,1.467431850789096
0.3055196198836347,0.3112406518974176,0.24265554996516628,0.25633905581540295,2.0794956140350878
0.3112406518974176,0.22351771786577818,0.25633905581540295,0.17151516545887716,1.104535637149028
0.22351771786577818,0.3112406518974176,0.17151516545887716,0.25633905581540295,2.8680290046143706
0.3112406518974176,0.3293259948602546,0.25633905581540295,0.21094072415922085,1.2849246231155778
0.3293259948602546,0.3112406518974176,0.21094072415922085,0.25633905581540295,2.5289050102017683
0.3112406518974176,0.28491585460581637,0.25633905581540295,0.2378657921899294,1.549227506816116
0.28491585460581637,0.3112406518974176,0.2378657921899294,0.25633905581540295,1.9585834333733496
0.3112406518974176,0.24359571824072732,0.25633905581540295,0.1798052076708352,1.1192821186255197
0.24359571824072732,0.3112406518974176,0.1798052076708352,0.25633905581540295,2.8924957841483976
0.3112406518974176,0.28968357475983014,0.25633905581540295,0.2248486798365832,1.3248704663212436
0.28968357475983014,0.3112406518974176,0.2248486798365832,0.25633905581540295,2.383502538071066
0.3112406518974176,0.3112406518974176,0.25633905581540295,0.25633905581540295,1.7341471685317056
0.3112406518974176,0.3112406518974176,0.25633905581540295,0.25633905581540295,1.7300405953991878
0.3290288077964998,0.17789464796265148,0.2579536486497105,0.2649012476670338,1.0435946462715104
0.17789464796265148,0.3290288077964998,0.2649012476670338,0.2579536486497105,2.6860559619180315
0.3290288077964998,0.22030334467863447,0.2579536486497105,0.16254583875103357,1.0863853503184715
0.22030334467863447,0.3290288077964998,0.16254583875103357,0.2579536486497105,3.5625738895456847
0.3290288077964998,0.2835262802650791,0.2579536486497105,0.175783861908228,1.0977473853580046
0.2835262802650791,0.3290288077964998,0.175783861908228,0.2579536486497105,3.860574948665297
0.3290288077964998,0.30598384366330866,0.2579536486497105,0.1795189211496924,1.161276595744681
0.30598384366330866,0.3290288077964998,0.1795189211496924,0.2579536486497105,3.445400052124056
0.3290288077964998,0.1998953130171501,0.2579536486497105,0.2334562643269538,1.054889833784306
0.1998953130171501,0.3290288077964998,0.2334562643269538,0.2579536486497105,3.032700421940928
0.3290288077964998,0.2778256831053151,0.2579536486497105,0.17999482346290463,1.0968649517684887
0.2778256831053151,0.3290288077964998,0.17999482346290463,0.2579536486497105,3.9082455052696834
0.3290288077964998,0.3262186049391878,0.2579536486497105,0.18659740807543032,1.1682363013698631
0.3262186049391878,0.3290288077964998,0.18659740807543032,0.2579536486497105,3.4187023903335967
0.3290288077964998,0.3091834659346665,0.2579536486497105,0.21507218215693732,1.2878716375648889
0.3091834659346665,0.3290288077964998,0.21507218215693732,0.2579536486497105,2.707986111111111
0.3290288077964998,0.23157752154394018,0.2579536486497105,0.23029388386702235,1.0585725368502716
0.23157752154394018,0.3290288077964998,0.23029388386702235,0.2579536486497105,3.296291012838802
0.3290288077964998,0.2847612017125976,0.2579536486497105,0.18036714674336315,1.128152128978917
0.2847612017125976,0.3290288077964998,0.18036714674336315,0.2579536486497105,3.7709669755286295
0.3290288077964998,0.3195028742771303,0.2579536486497105,0.200185697449822,1.2382032667876588
0.3195028742771303,0.3290288077964998,0.200185697449822,0.2579536486497105,3.074156588160408
0.3290288077964998,0.2936951182187792,0.2579536486497105,0.22604759468768318,1.3845763571790968
0.2936951182187792,0.3290288077964998,0.22604759468768318,0.2579536486497105,2.3921143847487003
0.3290288077964998,0.22225773083475886,0.2579536486497105,0.16863885236305598,1.0693573667711598
0.22225773083475886,0.3290288077964998,0.16863885236305598,0.2579536486497105,3.5986991869918703
0.3290288077964998,0.32556228006113336,0.2579536486497105,0.2009469396128775,1.1783246977547497
0.32556228006113336,0.3290288077964998,0.2009469396128775,0.2579536486497105,3.359511806845317
0.3290288077964998,0.3055196198836347,0.2579536486497105,0.24265554996516628,1.3076185912793483
0.3055196198836347,0.3290288077964998,0.24265554996516628,0.2579536486497105,2.6977240398293034
0.3290288077964998,0.29558157736564256,0.2579536486497105,0.2443371144450806,1.5288515406162466
0.29558157736564256,0.3290288077964998,0.2443371144450806,0.2579536486497105,2.0709677419354837
0.3290288077964998,0.22351771786577818,0.2579536486497105,0.17151516545887716,1.0727201257861634
0.22351771786577818,0.3290288077964998,0.17151516545887716,0.2579536486497105,3.9388013760637337
0.3290288077964998,0.3293259948602546,0.2579536486497105,0.21094072415922085,1.2006159260888694
0.3293259948602546,0.3290288077964998,0.21094072415922085,0.2579536486497105,3.3438249400479614
0.3290288077964998,0.28491585460581637,0.2579536486497105,0.2378657921899294,1.3286270691333983
0.28491585460581637,0.3290288077964998,0.2378657921899294,0.2579536486497105,2.659331703341483
0.3290288077964998,0.3047848710079505,0.2579536486497105,0.2573472438135496,1.6459589867310014
0.3047848710079505,0.3290288077964998,0.2573472438135496,0.2579536486497105,1.9377453729669099
0.3290288077964998,0.24359571824072732,0.2579536486497105,0.1798052076708352,1.0859530441703145
0.24359571824072732,0.3290288077964998,0.1798052076708352,0.2579536486497105,3.936316695352839
0.3290288077964998,0.28968357475983014,0.2579536486497105,0.2248486798365832,1.2226702508960572
0.28968357475983014,0.3290288077964998,0.2248486798365832,0.2579536486497105,3.1261651131824237
0.3290288077964998,0.3112406518974176,0.2579536486497105,0.25633905581540295,1.4477453580901858
0.3112406518974176,0.3290288077964998,0.25633905581540295,0.2579536486497105,2.2809991079393397
0.3290288077964998,0.3290288077964998,0.2579536486497105,0.2579536486497105,1.7977602108036892
0.3290288077964998,0.3290288077964998,0.2579536486497105,0.2579536486497105,1.7709279688513955
0.31765692982728405,0.17789464796265148,0.252532345332424,0.2649012476670338,1.032876712328767
0.17789464796265148,0.31765692982728405,0.2649012476670338,0.252532345332424,3.2492977528089892
0.31765692982728405,0.22030334467863447,0.252532345332424,0.16254583875103357,1.0613738738738738
0.22030334467863447,0.31765692982728405,0.16254583875103357,0.252532345332424,4.28565623730191
0.31765692982728405,0.2835262802650791,0.252532345332424,0.175783861908228,1.077758719268153
